Gene	Gene.name	Tissue	nTPM	brain_2	brain_1
ENSG00000196636	SDHAF3	amygdala	5	Brain	Brain
ENSG00000196639	HRH1	cerebral cortex	6.8	Brain	Brain
ENSG00000196642	RABL6	amygdala	89.5	Brain	Brain
ENSG00000196646	ZNF136	cerebellum	5	Brain	Brain
ENSG00000196652	ZKSCAN5	cerebellum	6.7	Brain	Brain
ENSG00000196653	ZNF502	cerebellum	5.5	Brain	Brain
ENSG00000196655	TRAPPC4	amygdala	23.4	Brain	Brain
ENSG00000196663	TECPR2	amygdala	12.2	Brain	Brain
ENSG00000196666	FAM180B	choroid plexus	26.4	Brain	Brain
ENSG00000196670	ZFP62	amygdala	7.2	Brain	Brain
ENSG00000196678	ERI2	spinal cord	5.8	Brain	Brain
ENSG00000196683	TOMM7	amygdala	415.2	Brain	Brain
ENSG00000196689	TRPV1	amygdala	6.2	Brain	Brain
ENSG00000196693	ZNF33B	cerebellum	16.5	Brain	Brain
ENSG00000196700	ZNF512B	amygdala	9.9	Brain	Brain
ENSG00000196704	AMZ2	amygdala	67	Brain	Brain
ENSG00000196712	NF1	amygdala	9.4	Brain	Brain
ENSG00000196715	VKORC1L1	amygdala	9.1	Brain	Brain
ENSG00000196724	ZNF418	cerebellum	9.4	Brain	Brain
ENSG00000196730	DAPK1	amygdala	9.4	Brain	Brain
ENSG00000196735	HLA-DQA1	amygdala	6.3	Brain	Brain
ENSG00000196739	COL27A1	cerebellum	98.5	Brain	Brain
ENSG00000196743	GM2A	amygdala	22.4	Brain	Brain
ENSG00000196757	ZNF700	cerebellum	6.8	Brain	Brain
ENSG00000196767	POU3F4	basal ganglia	19.7	Brain	Brain
ENSG00000196776	CD47	amygdala	31.4	Brain	Brain
ENSG00000196781	TLE1	amygdala	48.1	Brain	Brain
ENSG00000196782	MAML3	cerebellum	6.8	Brain	Brain
ENSG00000196792	STRN3	amygdala	8.6	Brain	Brain
ENSG00000196812	ZSCAN16	cerebellum	5.6	Brain	Brain
ENSG00000196814	MVB12B	amygdala	25.3	Brain	Brain
ENSG00000196821	ILRUN	amygdala	37.5	Brain	Brain
ENSG00000196839	ADA	amygdala	5.3	Brain	Brain
ENSG00000196843	ARID5A	amygdala	8.4	Brain	Brain
ENSG00000196850	PPTC7	amygdala	7.2	Brain	Brain
ENSG00000196867	ZFP28	amygdala	6.4	Brain	Brain
ENSG00000196872	CRACDL	amygdala	18.2	Brain	Brain
ENSG00000196873	ZNG1C	amygdala	12	Brain	Brain
ENSG00000196876	SCN8A	basal ganglia	7.1	Brain	Brain
ENSG00000196878	LAMB3	cerebral cortex	7.3	Brain	Brain
ENSG00000196890	H2BC26	cerebellum	5.5	Brain	Brain
ENSG00000196911	KPNA5	cerebellum	7.4	Brain	Brain
ENSG00000196912	ANKRD36B	cerebellum	8.9	Brain	Brain
ENSG00000196914	ARHGEF12	amygdala	25.4	Brain	Brain
ENSG00000196923	PDLIM7	amygdala	24.9	Brain	Brain
ENSG00000196924	FLNA	amygdala	15.8	Brain	Brain
ENSG00000196937	FAM3C	amygdala	43.5	Brain	Brain
ENSG00000196943	NOP9	amygdala	9.6	Brain	Brain
ENSG00000196950	SLC39A10	cerebral cortex	45.6	Brain	Brain
ENSG00000196954	CASP4	choroid plexus	15.3	Brain	Brain
ENSG00000196961	AP2A1	amygdala	49.3	Brain	Brain
ENSG00000196967	ZNF585A	amygdala	5.3	Brain	Brain
ENSG00000196968	FUT11	cerebral cortex	5.9	Brain	Brain
ENSG00000196972	SMIM10L2B	amygdala	28.3	Brain	Brain
ENSG00000196975	ANXA4	amygdala	16	Brain	Brain
ENSG00000196976	LAGE3	amygdala	47.9	Brain	Brain
ENSG00000196990	FAM163B	amygdala	23.3	Brain	Brain
ENSG00000196998	WDR45	amygdala	40.1	Brain	Brain
ENSG00000197006	METTL9	amygdala	37	Brain	Brain
ENSG00000197008	ZNF138	cerebral cortex	5.3	Brain	Brain
ENSG00000197016	ZNF470	amygdala	8.9	Brain	Brain
ENSG00000197019	SERTAD1	amygdala	7.8	Brain	Brain
ENSG00000197021	EOLA2	amygdala	21.8	Brain	Brain
ENSG00000197024	ZNF398	cerebellum	5.1	Brain	Brain
ENSG00000197043	ANXA6	amygdala	65.9	Brain	Brain
ENSG00000197044	ZNF441	basal ganglia	6.5	Brain	Brain
ENSG00000197045	GMFB	amygdala	59.8	Brain	Brain
ENSG00000197050	ZNF420	cerebellum	7.3	Brain	Brain
ENSG00000197062	ZSCAN26	amygdala	12.5	Brain	Brain
ENSG00000197063	MAFG	amygdala	19	Brain	Brain
ENSG00000197070	ARRDC1	amygdala	14	Brain	Brain
ENSG00000197077	KIAA1671	amygdala	8.1	Brain	Brain
ENSG00000197081	IGF2R	spinal cord	5.9	Brain	Brain
ENSG00000197093	GAL3ST4	amygdala	6.6	Brain	Brain
ENSG00000197102	DYNC1H1	amygdala	27.7	Brain	Brain
ENSG00000197106	SLC6A17	amygdala	15.8	Brain	Brain
ENSG00000197111	PCBP2	amygdala	212.4	Brain	Brain
ENSG00000197114	ZGPAT	amygdala	11	Brain	Brain
ENSG00000197119	SLC25A29	amygdala	41.6	Brain	Brain
ENSG00000197121	PGAP1	basal ganglia	6.3	Brain	Brain
ENSG00000197122	SRC	amygdala	7.1	Brain	Brain
ENSG00000197124	ZNF682	amygdala	6.1	Brain	Brain
ENSG00000197128	ZNF772	cerebellum	5.3	Brain	Brain
ENSG00000197136	PCNX3	cerebellum	8.3	Brain	Brain
ENSG00000197142	ACSL5	amygdala	8.3	Brain	Brain
ENSG00000197147	LRRC8B	amygdala	8.4	Brain	Brain
ENSG00000197150	ABCB8	amygdala	11.9	Brain	Brain
ENSG00000197157	SND1	amygdala	18	Brain	Brain
ENSG00000197162	ZNF785	amygdala	6.8	Brain	Brain
ENSG00000197170	PSMD12	amygdala	11.1	Brain	Brain
ENSG00000197177	ADGRA1	amygdala	13	Brain	Brain
ENSG00000197183	NOL4L	amygdala	13	Brain	Brain
ENSG00000197217	ENTPD4	amygdala	9	Brain	Brain
ENSG00000197223	C1D	amygdala	19	Brain	Brain
ENSG00000197226	TBC1D9B	amygdala	68.4	Brain	Brain
ENSG00000197238	H4C11	spinal cord	5.9	Brain	Brain
ENSG00000197249	SERPINA1	amygdala	10.5	Brain	Brain
ENSG00000197256	KANK2	amygdala	20.5	Brain	Brain
ENSG00000197261	C6orf141	basal ganglia	7.7	Brain	Brain
ENSG00000197265	GTF2E2	amygdala	12.5	Brain	Brain
ENSG00000197283	SYNGAP1	amygdala	18.6	Brain	Brain
ENSG00000197296	FITM2	cerebellum	7.5	Brain	Brain
ENSG00000197302	KRBOX5	cerebellum	7	Brain	Brain
ENSG00000197312	DDI2	cerebellum	5.5	Brain	Brain
ENSG00000197321	SVIL	spinal cord	5	Brain	Brain
ENSG00000197323	TRIM33	amygdala	7.4	Brain	Brain
ENSG00000197324	LRP10	amygdala	19.9	Brain	Brain
ENSG00000197329	PELI1	amygdala	11.8	Brain	Brain
ENSG00000197343	ZNF655	amygdala	8.2	Brain	Brain
ENSG00000197345	MRPL21	amygdala	72.5	Brain	Brain
ENSG00000197355	UAP1L1	amygdala	9.2	Brain	Brain
ENSG00000197360	ZNF98	basal ganglia	5	Brain	Brain
ENSG00000197362	ZNF786	cerebellum	5.5	Brain	Brain
ENSG00000197363	ZNF517	basal ganglia	5	Brain	Brain
ENSG00000197372	ZNF675	cerebellum	5	Brain	Brain
ENSG00000197375	SLC22A5	amygdala	5.8	Brain	Brain
ENSG00000197380	DACT3	amygdala	52.1	Brain	Brain
ENSG00000197381	ADARB1	amygdala	9.8	Brain	Brain
ENSG00000197386	HTT	amygdala	12.1	Brain	Brain
ENSG00000197405	C5AR1	cerebral cortex	5.1	Brain	Brain
ENSG00000197415	VEPH1	choroid plexus	9.2	Brain	Brain
ENSG00000197430	OPALIN	amygdala	121.3	Brain	Brain
ENSG00000197442	MAP3K5	amygdala	17.9	Brain	Brain
ENSG00000197444	OGDHL	amygdala	19.1	Brain	Brain
ENSG00000197448	GSTK1	amygdala	50.8	Brain	Brain
ENSG00000197451	HNRNPAB	amygdala	35.9	Brain	Brain
ENSG00000197457	STMN3	amygdala	275.3	Brain	Brain
ENSG00000197461	PDGFA	amygdala	21.6	Brain	Brain
ENSG00000197467	COL13A1	cerebellum	52.1	Brain	Brain
ENSG00000197496	SLC2A10	choroid plexus	19.1	Brain	Brain
ENSG00000197498	RPF2	amygdala	8.7	Brain	Brain
ENSG00000197506	SLC28A3	choroid plexus	32.5	Brain	Brain
ENSG00000197530	MIB2	amygdala	15.4	Brain	Brain
ENSG00000197535	MYO5A	amygdala	18	Brain	Brain
ENSG00000197548	ATG7	amygdala	9.9	Brain	Brain
ENSG00000197555	SIPA1L1	amygdala	20.5	Brain	Brain
ENSG00000197562	RAB40C	amygdala	16.6	Brain	Brain
ENSG00000197563	PIGN	cerebral cortex	7.3	Brain	Brain
ENSG00000197576	HOXA4	spinal cord	36.5	Brain	Brain
ENSG00000197579	TOPORS	amygdala	5.1	Brain	Brain
ENSG00000197580	BCO2	choroid plexus	14.6	Brain	Brain
ENSG00000197586	ENTPD6	amygdala	54.7	Brain	Brain
ENSG00000197601	FAR1	amygdala	15.8	Brain	Brain
ENSG00000197608	ZNF841	cerebellum	14.9	Brain	Brain
ENSG00000197619	ZNF615	cerebellum	6.3	Brain	Brain
ENSG00000197620	EOLA1	amygdala	17.4	Brain	Brain
ENSG00000197622	CDC42SE1	amygdala	24.9	Brain	Brain
ENSG00000197647	ZNF433	cerebellum	5	Brain	Brain
ENSG00000197694	SPTAN1	amygdala	67.8	Brain	Brain
ENSG00000197696	NMB	amygdala	9.8	Brain	Brain
ENSG00000197702	PARVA	amygdala	13.1	Brain	Brain
ENSG00000197712	FAM114A1	amygdala	5.9	Brain	Brain
ENSG00000197713	RPE	amygdala	15.3	Brain	Brain
ENSG00000197724	PHF2	amygdala	20.5	Brain	Brain
ENSG00000197728	RPS26	amygdala	563.6	Brain	Brain
ENSG00000197746	PSAP	amygdala	377.3	Brain	Brain
ENSG00000197747	S100A10	amygdala	79.5	Brain	Brain
ENSG00000197748	CFAP43	amygdala	5.2	Brain	Brain
ENSG00000197756	RPL37A	amygdala	3341.1	Brain	Brain
ENSG00000197766	CFD	amygdala	5.3	Brain	Brain
ENSG00000197771	MCMBP	amygdala	10.3	Brain	Brain
ENSG00000197776	KLHDC1	basal ganglia	5.3	Brain	Brain
ENSG00000197780	TAF13	amygdala	18.7	Brain	Brain
ENSG00000197785	ATAD3A	amygdala	6.3	Brain	Brain
ENSG00000197798	FAM118B	amygdala	14.2	Brain	Brain
ENSG00000197816	CCDC180	choroid plexus	13.7	Brain	Brain
ENSG00000197822	OCLN	choroid plexus	9.1	Brain	Brain
ENSG00000197826	CFAP299	choroid plexus	5.1	Brain	Brain
ENSG00000197841	ZNF181	amygdala	8	Brain	Brain
ENSG00000197852	INKA2	amygdala	8.6	Brain	Brain
ENSG00000197857	ZNF44	cerebellum	5.4	Brain	Brain
ENSG00000197858	GPAA1	amygdala	47.9	Brain	Brain
ENSG00000197859	ADAMTSL2	amygdala	6	Brain	Brain
ENSG00000197860	SGTB	amygdala	11.6	Brain	Brain
ENSG00000197863	ZNF790	choroid plexus	5	Brain	Brain
ENSG00000197872	CYRIA	amygdala	26.8	Brain	Brain
ENSG00000197879	MYO1C	amygdala	7.6	Brain	Brain
ENSG00000197885	NKIRAS1	amygdala	27.6	Brain	Brain
ENSG00000197892	KIF13B	amygdala	13.9	Brain	Brain
ENSG00000197894	ADH5	amygdala	49.6	Brain	Brain
ENSG00000197901	SLC22A6	midbrain	5.9	Brain	Brain
ENSG00000197903	H2BC12	amygdala	10.3	Brain	Brain
ENSG00000197905	TEAD4	choroid plexus	5	Brain	Brain
ENSG00000197912	SPG7	amygdala	26.2	Brain	Brain
ENSG00000197921	HES5	amygdala	10.7	Brain	Brain
ENSG00000197928	ZNF677	cerebral cortex	7.7	Brain	Brain
ENSG00000197930	ERO1A	amygdala	9.9	Brain	Brain
ENSG00000197937	ZNF347	cerebellum	6.4	Brain	Brain
ENSG00000197948	FCHSD1	hypothalamus	5.5	Brain	Brain
ENSG00000197956	S100A6	amygdala	277.4	Brain	Brain
ENSG00000197958	RPL12	amygdala	929.6	Brain	Brain
ENSG00000197959	DNM3	amygdala	15	Brain	Brain
ENSG00000197965	MPZL1	amygdala	23.2	Brain	Brain
ENSG00000197969	VPS13A	cerebellum	7.4	Brain	Brain
ENSG00000197971	MBP	amygdala	15841.5	Brain	Brain
ENSG00000197976	AKAP17A	amygdala	15.4	Brain	Brain
ENSG00000197977	ELOVL2	amygdala	10.9	Brain	Brain
ENSG00000197982	C1orf122	amygdala	172	Brain	Brain
ENSG00000197993	KEL	spinal cord	5.9	Brain	Brain
ENSG00000198000	NOL8	cerebral cortex	6.6	Brain	Brain
ENSG00000198001	IRAK4	midbrain	5.3	Brain	Brain
ENSG00000198003	ODAD3	choroid plexus	14.3	Brain	Brain
ENSG00000198010	DLGAP2	cerebral cortex	6.5	Brain	Brain
ENSG00000198015	MRPL42	amygdala	8.5	Brain	Brain
ENSG00000198026	ZNF335	amygdala	9.8	Brain	Brain
ENSG00000198034	RPS4X	amygdala	538.3	Brain	Brain
ENSG00000198040	ZNF84	amygdala	17	Brain	Brain
ENSG00000198042	MAK16	cerebral cortex	5.7	Brain	Brain
ENSG00000198046	ZNF667	basal ganglia	7.4	Brain	Brain
ENSG00000198053	SIRPA	amygdala	101	Brain	Brain
ENSG00000198055	GRK6	amygdala	13.3	Brain	Brain
ENSG00000198056	PRIM1	cerebellum	5	Brain	Brain
ENSG00000198060	MARCHF5	amygdala	10.4	Brain	Brain
ENSG00000198064	NPIPB13	cerebellum	7.7	Brain	Brain
ENSG00000198075	SULT1C4	amygdala	8.6	Brain	Brain
ENSG00000198081	ZBTB14	amygdala	8.2	Brain	Brain
ENSG00000198087	CD2AP	cerebellum	7.8	Brain	Brain
ENSG00000198088	NUP62CL	choroid plexus	10.4	Brain	Brain
ENSG00000198089	SFI1	cerebellum	26	Brain	Brain
ENSG00000198093	ZNF649	cerebral cortex	6.8	Brain	Brain
ENSG00000198105	ZNF248	amygdala	8.5	Brain	Brain
ENSG00000198121	LPAR1	amygdala	181	Brain	Brain
ENSG00000198125	MB	amygdala	6	Brain	Brain
ENSG00000198130	HIBCH	amygdala	22.9	Brain	Brain
ENSG00000198131	ZNF544	amygdala	12.1	Brain	Brain
ENSG00000198133	TMEM229B	amygdala	9.1	Brain	Brain
ENSG00000198142	SOWAHC	choroid plexus	6.2	Brain	Brain
ENSG00000198146	ZNF770	basal ganglia	6.9	Brain	Brain
ENSG00000198157	HMGN5	amygdala	30.5	Brain	Brain
ENSG00000198160	MIER1	amygdala	8.6	Brain	Brain
ENSG00000198162	MAN1A2	amygdala	7.4	Brain	Brain
ENSG00000198168	SVIP	amygdala	13.4	Brain	Brain
ENSG00000198169	ZNF251	amygdala	10.1	Brain	Brain
ENSG00000198171	DDRGK1	amygdala	56.1	Brain	Brain
ENSG00000198176	TFDP1	amygdala	26.1	Brain	Brain
ENSG00000198182	ZNF607	cerebellum	5.7	Brain	Brain
ENSG00000198185	ZNF334	amygdala	6.8	Brain	Brain
ENSG00000198189	HSD17B11	amygdala	13.5	Brain	Brain
ENSG00000198198	SZT2	cerebellum	8.8	Brain	Brain
ENSG00000198203	SULT1C2	choroid plexus	6.6	Brain	Brain
ENSG00000198208	RPS6KL1	amygdala	19.9	Brain	Brain
ENSG00000198216	CACNA1E	basal ganglia	16.2	Brain	Brain
ENSG00000198218	QRICH1	amygdala	12.6	Brain	Brain
ENSG00000198223	CSF2RA	cerebral cortex	7.3	Brain	Brain
ENSG00000198231	DDX42	amygdala	26.2	Brain	Brain
ENSG00000198242	RPL23A	amygdala	1177.8	Brain	Brain
ENSG00000198246	SLC29A3	spinal cord	5.2	Brain	Brain
ENSG00000198258	UBL5	amygdala	589.6	Brain	Brain
ENSG00000198265	HELZ	cerebellum	6.6	Brain	Brain
ENSG00000198270	TMEM116	amygdala	5.1	Brain	Brain
ENSG00000198276	UCKL1	amygdala	20.9	Brain	Brain
ENSG00000198300	PEG3	amygdala	20.7	Brain	Brain
ENSG00000198301	SDAD1	amygdala	7.2	Brain	Brain
ENSG00000198315	ZKSCAN8	cerebellum	9.7	Brain	Brain
ENSG00000198324	PHETA1	hypothalamus	5.4	Brain	Brain
ENSG00000198331	HYLS1	cerebellum	7.5	Brain	Brain
ENSG00000198355	PIM3	amygdala	20.8	Brain	Brain
ENSG00000198356	GET3	amygdala	51.5	Brain	Brain
ENSG00000198363	ASPH	amygdala	62.3	Brain	Brain
ENSG00000198369	SPRED2	amygdala	15.3	Brain	Brain
ENSG00000198373	WWP2	amygdala	20.4	Brain	Brain
ENSG00000198380	GFPT1	cerebellum	5.9	Brain	Brain
ENSG00000198382	UVRAG	amygdala	7.3	Brain	Brain
ENSG00000198399	ITSN2	amygdala	6.7	Brain	Brain
ENSG00000198408	OGA	amygdala	58	Brain	Brain
ENSG00000198417	MT1F	amygdala	83.6	Brain	Brain
ENSG00000198420	TCAF1	amygdala	21.6	Brain	Brain
ENSG00000198431	TXNRD1	amygdala	17.3	Brain	Brain
ENSG00000198435	NRARP	amygdala	6.9	Brain	Brain
ENSG00000198453	ZNF568	cerebellum	5.9	Brain	Brain
ENSG00000198455	ZXDB	cerebellum	5.6	Brain	Brain
ENSG00000198464	ZNF480	choroid plexus	11.2	Brain	Brain
ENSG00000198466	ZNF587	basal ganglia	5.1	Brain	Brain
ENSG00000198467	TPM2	amygdala	64.9	Brain	Brain
ENSG00000198478	SH3BGRL2	amygdala	15.5	Brain	Brain
ENSG00000198483	ANKRD35	amygdala	9	Brain	Brain
ENSG00000198492	YTHDF2	amygdala	16.4	Brain	Brain
ENSG00000198498	TMA16	cerebral cortex	8.5	Brain	Brain
ENSG00000198502	HLA-DRB5	amygdala	11.7	Brain	Brain
ENSG00000198513	ATL1	amygdala	25.3	Brain	Brain
ENSG00000198517	MAFK	amygdala	38.2	Brain	Brain
ENSG00000198521	ZNF43	cerebral cortex	5.8	Brain	Brain
ENSG00000198522	GPN1	amygdala	16.3	Brain	Brain
ENSG00000198546	ZNF511	amygdala	9.3	Brain	Brain
ENSG00000198551	ZNF627	cerebellum	5.7	Brain	Brain
ENSG00000198556	ZNF789	amygdala	7.1	Brain	Brain
ENSG00000198561	CTNND1	amygdala	25.6	Brain	Brain
ENSG00000198563	DDX39B	amygdala	62	Brain	Brain
ENSG00000198576	ARC	amygdala	16.6	Brain	Brain
ENSG00000198585	NUDT16	amygdala	36.5	Brain	Brain
ENSG00000198586	TLK1	amygdala	10.6	Brain	Brain
ENSG00000198589	LRBA	choroid plexus	28	Brain	Brain
ENSG00000198597	ZNF536	amygdala	12.1	Brain	Brain
ENSG00000198598	MMP17	amygdala	23.7	Brain	Brain
ENSG00000198604	BAZ1A	choroid plexus	7.3	Brain	Brain
ENSG00000198612	COPS8	amygdala	60.8	Brain	Brain
ENSG00000198624	CCDC69	basal ganglia	5.9	Brain	Brain
ENSG00000198625	MDM4	amygdala	7.8	Brain	Brain
ENSG00000198626	RYR2	basal ganglia	6.5	Brain	Brain
ENSG00000198642	KLHL9	amygdala	6.2	Brain	Brain
ENSG00000198646	NCOA6	amygdala	7.8	Brain	Brain
ENSG00000198648	STK39	amygdala	12	Brain	Brain
ENSG00000198663	C6orf89	amygdala	20.7	Brain	Brain
ENSG00000198668	CALM1	amygdala	665.3	Brain	Brain
ENSG00000198673	TAFA2	amygdala	12.9	Brain	Brain
ENSG00000198677	SKIC3	amygdala	11.3	Brain	Brain
ENSG00000198680	TUSC1	amygdala	11.2	Brain	Brain
ENSG00000198682	PAPSS2	amygdala	5.1	Brain	Brain
ENSG00000198689	SLC9A6	basal ganglia	6.3	Brain	Brain
ENSG00000198690	FAN1	amygdala	9.1	Brain	Brain
ENSG00000198691	ABCA4	choroid plexus	93.3	Brain	Brain
ENSG00000198692	EIF1AY	amygdala	17.9	Brain	Brain
ENSG00000198695	MT-ND6	amygdala	18076.5	Brain	Brain
ENSG00000198700	IPO9	amygdala	18.1	Brain	Brain
ENSG00000198707	CEP290	amygdala	5.8	Brain	Brain
ENSG00000198712	MT-CO2	amygdala	117848.9	Brain	Brain
ENSG00000198715	GLMP	amygdala	9.8	Brain	Brain
ENSG00000198718	TOGARAM1	amygdala	6.4	Brain	Brain
ENSG00000198719	DLL1	amygdala	9.3	Brain	Brain
ENSG00000198720	ANKRD13B	amygdala	17.8	Brain	Brain
ENSG00000198721	ECI2	amygdala	46.7	Brain	Brain
ENSG00000198722	UNC13B	amygdala	9.4	Brain	Brain
ENSG00000198727	MT-CYB	amygdala	51950.5	Brain	Brain
ENSG00000198728	LDB1	amygdala	21.7	Brain	Brain
ENSG00000198729	PPP1R14C	amygdala	8.2	Brain	Brain
ENSG00000198730	CTR9	amygdala	9.2	Brain	Brain
ENSG00000198732	SMOC1	amygdala	46.3	Brain	Brain
ENSG00000198734	F5	choroid plexus	79.3	Brain	Brain
ENSG00000198736	MSRB1	amygdala	19.8	Brain	Brain
ENSG00000198739	LRRTM3	basal ganglia	5.3	Brain	Brain
ENSG00000198742	SMURF1	amygdala	7	Brain	Brain
ENSG00000198743	SLC5A3	choroid plexus	22.1	Brain	Brain
ENSG00000198746	GPATCH3	amygdala	9.3	Brain	Brain
ENSG00000198752	CDC42BPB	amygdala	41.2	Brain	Brain
ENSG00000198753	PLXNB3	amygdala	45.2	Brain	Brain
ENSG00000198755	RPL10A	amygdala	748.5	Brain	Brain
ENSG00000198756	COLGALT2	amygdala	13.2	Brain	Brain
ENSG00000198763	MT-ND2	amygdala	73585	Brain	Brain
ENSG00000198771	RCSD1	basal ganglia	5.7	Brain	Brain
ENSG00000198780	FAM169A	cerebral cortex	15.3	Brain	Brain
ENSG00000198783	ZNF830	amygdala	6.5	Brain	Brain
ENSG00000198785	GRIN3A	cerebral cortex	7.4	Brain	Brain
ENSG00000198786	MT-ND5	amygdala	13841.5	Brain	Brain
ENSG00000198791	CNOT7	amygdala	20.5	Brain	Brain
ENSG00000198792	TMEM184B	amygdala	39.9	Brain	Brain
ENSG00000198793	MTOR	cerebellum	6.7	Brain	Brain
ENSG00000198794	SCAMP5	amygdala	102.4	Brain	Brain
ENSG00000198795	ZNF521	amygdala	6.1	Brain	Brain
ENSG00000198797	BRINP2	amygdala	20.2	Brain	Brain
ENSG00000198804	MT-CO1	amygdala	133039.6	Brain	Brain
ENSG00000198805	PNP	amygdala	21.7	Brain	Brain
ENSG00000198814	GK	cerebral cortex	5.8	Brain	Brain
ENSG00000198815	FOXJ3	amygdala	14.7	Brain	Brain
ENSG00000198816	ZNF358	amygdala	115.3	Brain	Brain
ENSG00000198818	SFT2D1	amygdala	58.4	Brain	Brain
ENSG00000198822	GRM3	amygdala	22.4	Brain	Brain
ENSG00000198824	CHAMP1	cerebellum	10.3	Brain	Brain
ENSG00000198825	INPP5F	amygdala	48.9	Brain	Brain
ENSG00000198826	ARHGAP11A	spinal cord	6.4	Brain	Brain
ENSG00000198830	HMGN2	amygdala	230.2	Brain	Brain
ENSG00000198832	SELENOM	amygdala	192.3	Brain	Brain
ENSG00000198833	UBE2J1	amygdala	13.2	Brain	Brain
ENSG00000198835	GJC2	amygdala	8.3	Brain	Brain
ENSG00000198836	OPA1	cerebral cortex	20	Brain	Brain
ENSG00000198837	DENND4B	amygdala	15.2	Brain	Brain
ENSG00000198838	RYR3	amygdala	24.3	Brain	Brain
ENSG00000198839	ZNF277	cerebral cortex	5.2	Brain	Brain
ENSG00000198840	MT-ND3	amygdala	76358.8	Brain	Brain
ENSG00000198841	KTI12	cerebellum	5.3	Brain	Brain
ENSG00000198843	SELENOT	amygdala	43.8	Brain	Brain
ENSG00000198846	TOX	amygdala	6.7	Brain	Brain
ENSG00000198848	CES1	choroid plexus	16.2	Brain	Brain
ENSG00000198853	RUSC2	amygdala	30.5	Brain	Brain
ENSG00000198855	FICD	spinal cord	5.4	Brain	Brain
ENSG00000198856	OSTC	amygdala	24.8	Brain	Brain
ENSG00000198858	R3HDM4	amygdala	52.2	Brain	Brain
ENSG00000198860	TSEN15	amygdala	20.1	Brain	Brain
ENSG00000198862	LTN1	cerebellum	6.1	Brain	Brain
ENSG00000198863	RUNDC1	amygdala	7.5	Brain	Brain
ENSG00000198865	CCDC152	amygdala	5.2	Brain	Brain
ENSG00000198873	GRK5	amygdala	7.3	Brain	Brain
ENSG00000198874	TYW1	cerebral cortex	6.2	Brain	Brain
ENSG00000198876	DCAF12	amygdala	7.8	Brain	Brain
ENSG00000198879	SFMBT2	amygdala	5	Brain	Brain
ENSG00000198883	PNMA5	amygdala	7.2	Brain	Brain
ENSG00000198886	MT-ND4	amygdala	85300.1	Brain	Brain
ENSG00000198887	SMC5	cerebellum	11.9	Brain	Brain
ENSG00000198888	MT-ND1	amygdala	68745.8	Brain	Brain
ENSG00000198890	PRMT6	amygdala	7	Brain	Brain
ENSG00000198892	SHISA4	amygdala	57	Brain	Brain
ENSG00000198894	CIPC	amygdala	30.8	Brain	Brain
ENSG00000198898	CAPZA2	amygdala	15.1	Brain	Brain
ENSG00000198899	MT-ATP6	amygdala	105345.3	Brain	Brain
ENSG00000198900	TOP1	amygdala	17.2	Brain	Brain
ENSG00000198901	PRC1	amygdala	6.5	Brain	Brain
ENSG00000198908	GPRASP3	amygdala	5.1	Brain	Brain
ENSG00000198909	MAP3K3	amygdala	7.2	Brain	Brain
ENSG00000198910	L1CAM	amygdala	17.1	Brain	Brain
ENSG00000198911	SREBF2	amygdala	65.7	Brain	Brain
ENSG00000198912	C1orf174	amygdala	9.5	Brain	Brain
ENSG00000198914	POU3F3	amygdala	29.3	Brain	Brain
ENSG00000198915	RASGEF1A	amygdala	14.9	Brain	Brain
ENSG00000198917	SPOUT1	amygdala	19.6	Brain	Brain
ENSG00000198918	RPL39	amygdala	1317.5	Brain	Brain
ENSG00000198919	DZIP3	amygdala	11.4	Brain	Brain
ENSG00000198920	KIAA0753	amygdala	5	Brain	Brain
ENSG00000198925	ATG9A	amygdala	18.8	Brain	Brain
ENSG00000198929	NOS1AP	amygdala	6.6	Brain	Brain
ENSG00000198931	APRT	amygdala	41.5	Brain	Brain
ENSG00000198932	GPRASP1	amygdala	20.8	Brain	Brain
ENSG00000198933	TBKBP1	amygdala	26.6	Brain	Brain
ENSG00000198934	MAGEE1	amygdala	11.3	Brain	Brain
ENSG00000198937	CCDC167	amygdala	29.4	Brain	Brain
ENSG00000198938	MT-CO3	amygdala	125847.7	Brain	Brain
ENSG00000198939	ZFP2	cerebellum	6.2	Brain	Brain
ENSG00000198944	SOWAHA	amygdala	87.7	Brain	Brain
ENSG00000198945	L3MBTL3	choroid plexus	5.4	Brain	Brain
ENSG00000198947	DMD	amygdala	12.5	Brain	Brain
ENSG00000198948	MFAP3L	amygdala	19.6	Brain	Brain
ENSG00000198951	NAGA	amygdala	6.8	Brain	Brain
ENSG00000198952	SMG5	amygdala	31.8	Brain	Brain
ENSG00000198954	KIFBP	amygdala	17.7	Brain	Brain
ENSG00000198959	TGM2	amygdala	16.4	Brain	Brain
ENSG00000198960	ARMCX6	amygdala	8.9	Brain	Brain
ENSG00000198961	PJA2	amygdala	73.5	Brain	Brain
ENSG00000198963	RORB	cerebral cortex	11.5	Brain	Brain
ENSG00000198964	SGMS1	amygdala	11.1	Brain	Brain
ENSG00000203326	ZNF525	cerebellum	5.7	Brain	Brain
ENSG00000203485	INF2	amygdala	16.5	Brain	Brain
ENSG00000203618	GP1BB	amygdala	122.1	Brain	Brain
ENSG00000203666	EFCAB2	amygdala	7.4	Brain	Brain
ENSG00000203667	COX20	amygdala	29.5	Brain	Brain
